nama-makanan,kalori,protein,karbohidrat,lemak,serat,link
Ikan Kembung Goreng ala Sajiku®,240.18,18.9085714285714,14.7514285714286,11.5628571428571,0.394285714285714,https://www.dapurumami.com/resep/ikan-kembung-goreng-ala-sajiku
Sayur Sop Ayam ala Sajiku®,333.761538461539,18.705325443787,19.2544378698225,22.5461538461539,1.88343195266272,https://www.dapurumami.com/resep/sayur-sop-ayam-ala-sajiku
Capcay ala Sajiku®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/capcay-ala-sajiku
Soto Ayam ala Sajiku®,333.761538461539,18.705325443787,19.2544378698225,22.5461538461539,1.88343195266272,https://www.dapurumami.com/resep/soto-ayam-ala-sajiku
Tumis Kangkung Belacan ala AJINOMOTO® Terasi Udang,260,5.5,10.5,23.5,4.5,https://www.dapurumami.com/resep/tumis-kangkung-belacan-ala-ajinomoto-terasi-udang
Sup Jamur Kancing ala Sajiku®,144,5.5,8.5,10.5,3.5,https://www.dapurumami.com/resep/sup-jamur-kancing-ala-sajiku
Tumis Tahu Crispy Saus Tiram,219.622222222222,13.6244444444444,16.3577777777778,13.68,1.64222222222222,https://www.dapurumami.com/resep/tumis-tahu-crispy-saus-tiram
Mie Goreng Seafood,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/mie-goreng-seafood-saori
Ayam Fillet Crispy ala Sajiku® Tepung Bumbu Menyerap Minyak Lebih Sedikit,573,45,54,17,0,https://www.dapurumami.com/resep/ayam-fillet-crispy-ala-sajiku-tepung-bumbu-menyerap-minyak-lebih-sedikit
Chicken Wings Bulgogi ala,433,14.5,23.5,31,0.5,https://www.dapurumami.com/resep/chicken-wings-bulgogi-ala-saori
Suwir Ayam Sambalado ala Sajiku®,323.5,49.5,3,13,1,https://www.dapurumami.com/resep/suwir-ayam-sambalado-ala-sajiku
Sup Sosis ala Masako®,509,31.5,49,21.5,3,https://www.dapurumami.com/resep/sup-sosis-ala-masako
Bistik Ayam Krispi,1658,76,118,100,8,https://www.dapurumami.com/resep/bistik-ayam-krispy
Corn Ribs ala Masako®,106,3,22,2.5,2,https://www.dapurumami.com/resep/corn-ribs-ala-masako
Bola Ayam Lapis Roti ala Sajiku®,632,31,67,26,2,https://www.dapurumami.com/resep/bola-ayam-lapis-roti-ala-sajiku
Salad Buah Semangka Melon ala Mayumi®,129,1.5,22,4,0.5,https://www.dapurumami.com/resep/salad-buah-semangka-melon-ala-mayumi
Tumis Telur ala AJI-NO-MOTO®,164,5.5,2.5,15,0.5,https://www.dapurumami.com/resep/tumis-telur-ala-aji-no-moto
Tumis Buncis Bakso ala Masako®,144.8,5.3,8,10.5,2.3,https://www.dapurumami.com/resep/tumis-buncis-bakso-ala-masako
Sup Sosis Makaroni ala Masako®,232,17.3,24,8,5.3,https://www.dapurumami.com/resep/sup-sosis-makaroni-ala-masako
Sosis Gulung Daging Lada Hitam ala,404,35.5,10.5,22,5,https://www.dapurumami.com/resep/sosis-gulung-daging-lada-hitam-ala-saori
Spaghetti Ayam Special ala Sajiku®,875.5,42.5,140,15.5,8.5,https://www.dapurumami.com/resep/spaghetti-ayam-special-ala-sajiku
Orek Tempe ala  Saus Teriyaki,429.3,18,12.8,36.3,1.8,https://www.dapurumami.com/resep/orek-tempe-ala-saori-teriyaki
Grilled Chicken Mushroom ala Masako®,561.5,31,21.5,36,3.5,https://www.dapurumami.com/resep/grilled-chicken-mushroom-ala-masako
Daging Gulung Sawi ala Chef Devina,276,11.3,30,12,2.8,https://www.dapurumami.com/resep/daging-gulung-sawi-ala-chef-devina
Udang Krim Bawang Putih ala Chef Devina,197,21,11,7,0.3,https://www.dapurumami.com/resep/udang-krim-bawang-putih-ala-chef-devina
Nugget Sayur Masako®,119,6.5,6.8,7.5,0.3,https://www.dapurumami.com/resep/nugget-sayur-masako
Capcay Seafood,122.8,8.7,9,1.2,1.3,https://www.dapurumami.com/resep/capcay-seafood
Nasi Goreng Seafood,620,36.5,67.5,21.5,1.5,https://www.dapurumami.com/resep/nasi-goreng-seafood
Bayam Mentega,411,34,11,29,4,https://www.dapurumami.com/resep/bayam-mentega
Jamur Crispy,264.5,7,57.5,0.5,0.5,https://www.dapurumami.com/resep/jamur-crispy
Sup Ikan,260,20,6.3,17,0.7,https://www.dapurumami.com/resep/sup-ikan
Tumis Jamur,398,12,44,24,6,https://www.dapurumami.com/resep/tumis-jamur
Ayam Goreng Bawang Putih ala Masako®,251.3,22.3,9.5,13,0.3,https://www.dapurumami.com/resep/ayam-goreng-bawang-putih
KULIT PISANG GORENG ala Chef Nadya,238,4,17,4,2,https://www.dapurumami.com/resep/kulit-pisang-goreng-ala-chef-nadya
Shrimp dan Butternut Squash Curry Recipe,563,23.3,5,32.7,0.3,https://www.dapurumami.com/resep/shrimp-dan-butternut-squash-curry-recipe
Pesto Pasta ala Chef Nadya,592,18.5,28,45.5,1.5,https://www.dapurumami.com/resep/pesto-pasta-ala-chef-nadya
Telur Dadar Ala AJI-NO-MOTO®,102,5,1,8,1,https://www.dapurumami.com/resep/telur-dadar-ala-aji-no-moto
STIR FRY VEGGIE NOODLE ala Chef Nadya,195,4,23,10,5.5,https://www.dapurumami.com/resep/stir-fry-veggie-noodle-ala-chef-nadya
Strata Cake ala Chef Nadya,551,28,9,29,0,https://www.dapurumami.com/resep/strata-cake-ala-chef-nadya
SUP KRIM JAMUR ala Chef Nadya,530,10.5,44.5,34,3.5,https://www.dapurumami.com/resep/sup-krim-jamur-ala-chef-nadya
Nashville Chicken Burger ala Chef Jerry,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/chicken-nashville-burger
SOP SAPI PEDAS - DEVY ANASTASIA ala Chef Devy,445,58.2,9.6,27.6,1,https://www.dapurumami.com/resep/sop-sapi-pedas
SHRIMP STEAM TOFU ala Chef Devy,309.3,25.3,21.7,14.7,3.3,https://www.dapurumami.com/resep/shrimp-steam-tofu
Spring Roll Prawns ala Chef Jesslyn,293,32.7,20.3,8,0,https://www.dapurumami.com/resep/spring-roll-prawns-ala-chef-jesslyn
Mie-Goreng Mamak Malaysia ala Chef Yuda,414.5,31,45,11.5,0.5,https://www.dapurumami.com/resep/mie-goreng-mamak-malaysia-ala-chef-yuda
Ayam Jamur Kukus ala Chef Yuda,205.7,15.8,7.5,12.2,0.3,https://www.dapurumami.com/resep/ayam-jamur-kukus-ala-chef-yuda
Sop Jamur Salju,293.3,32.3,12.3,12.7,4.3,https://www.dapurumami.com/resep/sop-jamur-salju
Tunacado ala Chef Olivia,433.3,16.3,30.3,28.5,3.8,https://www.dapurumami.com/resep/tunacado
Tumis Batang Brokoli ala Chef Nadya,60,3,9,5.5,2,https://www.dapurumami.com/resep/tumis-batang-brokoli-ala-chef-nadya
Mie Goreng Spesial,41.8,1.3,4.5,2.5,0.3,https://www.dapurumami.com/resep/mie-goreng-spesial
ROTI TELUR LIPAT,86.8,3.8,1.8,4.8,0.3,https://www.dapurumami.com/resep/roti-telur-lipat
TELUR KRISPI SAUS BAWANG ala Chef Nadya,316.5,7,46,11.5,0.5,https://www.dapurumami.com/resep/telur-krispi-saus-bawang-ala-chef-nadya
Sup Bawang Bombay,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/sup-bawang-bombay
Ayam Karage,413.5,22,15.5,29,0.3,https://www.dapurumami.com/resep/ayam-karage
Soto Ayam ala Chef Nadya,333.761538461539,18.705325443787,19.2544378698225,22.5461538461539,1.88343195266272,https://www.dapurumami.com/resep/soto-ayam-ala-chef-nadya
Roti Udang ala Chef Nadya,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/roti-udang-ala-chef-nadya
Ubi Goreng Tepung ala AJI-NO-MOTO®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/ubi-goreng-ala-taiwan
Rose Pasta,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/rose-pasta
Sayur Asem Ala Sajiku®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/sayur-asam-ala-sajiku
Tumis Sapi Kemangi ala AJI-NO-MOTO®,367.5,27.5,11,24.5,3,https://www.dapurumami.com/resep/tumi-sapi-kemangi-ala-aji-no-moto
Tori Tsumire Nabe (Bakso Ayam Versi Jepang) ala AJI-NO-MOTO®,333.761538461539,18.705325443787,19.2544378698225,22.5461538461539,1.88343195266272,https://www.dapurumami.com/resep/tori-tsumire-nabe-bakso-ayam-versi-jepang-ala-aji-no-moto
Buncis Kornet Goreng,352.3,11.5,24.8,37.5,0.8,https://www.dapurumami.com/resep/buncis-kornet-goreng
Sunny Egg Potato,200,8.3,10.5,14,0.5,https://www.dapurumami.com/resep/sunny-egg-potato
Mie Siram Seafood,439.3,23,53,15.8,5,https://www.dapurumami.com/resep/mie-siram-seafood
Tumis Ayam Toge,260,12,10.3,20.5,1.5,https://www.dapurumami.com/resep/tumis-ayam-toge
Sayur Asem Kangkung,107.5,5,8,5,2.5,https://www.dapurumami.com/resep/sayur-asam-kangkung
Semur Tahu Isi Ayam,215.5,16,10.8,13.3,2.8,https://www.dapurumami.com/resep/semur-tahu-isi-ayam
Lasagna Bayam Gulung,364.5,18.8,14.3,18.3,2.3,https://www.dapurumami.com/resep/lasagna-bayam-gulung
Beef Bulgogi Gimbap,368.5,16,37,17.3,1,https://www.dapurumami.com/resep/beef-bulgogi-gimbap
Nugget Ayam Jagung,316.8,20.5,20,17,1.3,https://www.dapurumami.com/resep/nugget-ayam-jagung
Pangsit Chili Oil,434,24.8,16.3,30,1,https://www.dapurumami.com/resep/pangsit-chili-oil
Steak Ayam Krispi Saus Lada Hitam,333.761538461539,18.705325443787,19.2544378698225,22.5461538461539,1.88343195266272,https://www.dapurumami.com/resep/steak-ayam-krispi-saus-lada-hitam
Mie Goreng Bulgogi Ala,288,9,72.3,5,2.3,https://www.dapurumami.com/resep/mie-goreng-bulgogi-saori
Pangsit Le Gino ala,598,44,56.5,61,1.5,https://www.dapurumami.com/resep/pangsit-le-gino
Wonton Goreng ala Mayumi®,566,41.5,38,59,0.5,https://www.dapurumami.com/resep/wonton-goreng
Cabbage Dumpling Roll ala Masako®,398.5,35,5,24,1,https://www.dapurumami.com/resep/cabbage-dumpling-roll
Spicy Keripik Daging ala Sajiku®,363.5,14,100.5,49,0.5,https://www.dapurumami.com/resep/spicy-keripik-daging
Nasi Goreng Tomat ala Sajiku®,57.4,2.6,9.4,4.6,0,https://www.dapurumami.com/resep/nasi-goreng-tomat-ala-sajiku
Ayam Suwir Sambal Matah ala AJI-NO-MOTO®,798,36,4.5,69,1,https://www.dapurumami.com/resep/ayam-suwir-sambal-matah-ala-ajinomoto
Thai Chicken Salad ala Masako®,373,37,16,18.5,0.5,https://www.dapurumami.com/resep/thai-chicken-salad-ala-masako
Nasi Goreng Terasi ala Ajinomoto® Terasi Udang,186.7,5.7,21.7,29,0.7,https://www.dapurumami.com/resep/nasi-goreng-terasi-ala-ajinomoto-terasi-udang
Cakwe Udang Ayam ala Mayumi®,147,6,10.5,11.3,0,https://www.dapurumami.com/resep/cakwe-udang-ayam-ala-mayumi
Sup Tomat Tahu Telur ala AJI-NO-MOTO®,75,6,7,23,2,https://www.dapurumami.com/resep/sup-tomat-tahu-telur-ala-ajinomoto
Lumpia Jamur ala Masako®,291,6,41.5,14.3,3.2,https://www.dapurumami.com/resep/lumpia-jamur-ala-masako
Dori Cabe Gurih ala Sajiku®,89.5,17,1,6,0.5,https://www.dapurumami.com/resep/dori-cabe-gurih-ala-sajiku
Baked Chicken Rice ala Masako®,289,27.5,0.5,23.5,0.5,https://www.dapurumami.com/resep/baked-chicken-rice-ala-masako
Sop Bola-Bola Udang ala Masako®,174.5,16.5,13,5,0.5,https://www.dapurumami.com/resep/sop-bola-bola-udang-ala-masako
Chicken Bulgogi ala,264.5,23.5,3.5,24,0.5,https://www.dapurumami.com/resep/chicken-bulgogi-ala-saori
Marinara Pasta ala AJI-NO-MOTO®,240,16,37.5,12,2,https://www.dapurumami.com/resep/marinara-pasta-ala-ajinomoto
Tahu Kriwil ala Sajiku®,345,21,78,12,1,https://www.dapurumami.com/resep/tahu-kriwil-ala-sajiku
Mini Quiche ala Masako®,448,25,188.5,67.5,0.5,https://www.dapurumami.com/resep/mini-quiche-ala-masako
Crispy Garlic Parmesan Wings ala Sajiku®,1022,45.5,58,64.5,0.5,https://www.dapurumami.com/resep/crispy-garlic-parmesan-wings-ala-sajiku
Dobu Jorim ala,301,17,20.5,18.5,12,https://www.dapurumami.com/resep/dobu-jorim-ala-saori
Tumis Kentang Pedas Teri Medan ala Sajiku®,215,12,30,27.5,4,https://www.dapurumami.com/resep/tumis-kentang-pedas-teri-medan
Ayam Pedas Daun Jeruk ala Masako®,252,29.5,7,16,4.5,https://www.dapurumami.com/resep/ayam-pedas-daun-jeruk
Mapo Tofu ala,184,15.3,2.3,19,0.8,https://www.dapurumami.com/resep/mapo-tofu-ala-saori
Egg Chiffon Rice ala,408.5,23.5,54.5,8.5,0.5,https://www.dapurumami.com/resep/egg-chiffon-rice-ala-saori
Sate Taichan ala Sajiku®,448.5,40,52,8,2.5,https://www.dapurumami.com/resep/sate-taichan-ala-sajiku
Ayam Terasi Bawang ala AJINOMOTO® Terasi Udang,99.8,7.8,24.5,9.8,1.5,https://www.dapurumami.com/resep/ayam-terasi-bawang
Seblak Sayur Super Pedas ala Sajiku®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/seblak-sayur-super-pedas
Mie Nyemek Super Pedas ala Sajiku®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/mie-nyemek-super-pedas
Nasi Goreng Daun Jeruk Super Pedas ala Sajiku®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/nasi-goreng-daun-jeruk-pedas
Pangsit Perahu ala Sajiku®,286,10.5,37.3,9.8,1.3,https://www.dapurumami.com/resep/pangsit-perahu
Nasi Siram Sosis Telur ala,138.8,5.8,33.8,5.3,0.8,https://www.dapurumami.com/resep/nasi-siram-sosis-telur
Ebi Furai ala AJI-NO-MOTO®,107.8,8.8,14.3,12,0.3,https://www.dapurumami.com/resep/ebi-furai
Perkedel Tongkol ala AJI-NO-MOTO®,342.5,25.5,46,6,4,https://www.dapurumami.com/resep/perkedel-tongkol-ala-ajinomoto
Ayam Goreng Daun Jeruk ala AJINOMOTO® Terasi Udang,153,5.7,9,10.7,0.3,https://www.dapurumami.com/resep/ayam-goreng-daun-jeruk
Nugget Sayur ala Masako®,356.5,33.3,19.3,16,0.3,https://www.dapurumami.com/resep/nugget-sayur-ala-masako
Lontong Sayur ala Masako®,438.3,11.5,37,28.8,5.8,https://www.dapurumami.com/resep/lontong-sayur-ala-masako
Udang Mayo Sultan ala Mayumi®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/udang-mayo-sultan
Palm Fruit Salad ala Mayumi®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/palm-fruit-salad
Thai Prawn Mayo Sandwich ala Mayumi®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/thai-prawn-mayo-sandwich
Creamy Mayo Spaghetti ala Mayumi®,312.421148825065,17.4120104438642,25.8729765013055,17.4614882506527,1.54308093994778,https://www.dapurumami.com/resep/creamy-mayo-spaghetti
Ayam Pop ala Masako®,505.8,41.5,22.3,33.3,8,https://www.dapurumami.com/resep/ayam-pop-ala-masako
Perkedel Biji Nangka ala Sajiku®,202.3,4.7,28.8,8,7.3,https://www.dapurumami.com/resep/perkedel-biji-nangka
Tahu Tumis Batang Sawi ala,355,15,13,29.5,4.5,https://www.dapurumami.com/resep/tahu-tumis-batang-sawi
Nasi Goreng Cakalang Pedas ala Sajiku®,307.5,16.5,42,15.5,0.5,https://www.dapurumami.com/resep/nasi-goreng-cakalang-pedas
Ayam Goreng Mayonaise ala Mayumi®,1020,32,233.5,61,2.5,https://www.dapurumami.com/resep/ayam-goreng-mayonaise
Kripik Kulit Bawang ala Sajiku®,152.9,2.5,23.8,6.6,1.5,https://www.dapurumami.com/resep/kripik-kulit-bawang
Tumis Kulit Buah Naga ala Masako®,272.7,15.7,20.3,16,3.3,https://www.dapurumami.com/resep/tumis-kulit-buah-naga
Jumeokbap Mayo ala Mayumi®,235,5,22.5,12.5,1.3,https://www.dapurumami.com/resep/jumeokbap-mayo-ala-mayumi
Tumis Batang Kembang Kol ala AJI-NO-MOTO®,261,17.7,4.7,19.3,0.7,https://www.dapurumami.com/resep/tumis-batang-kembang-kol
Tumis Daging Pedas ala Korea,311.3,11,24.8,11,2,https://www.dapurumami.com/resep/tumis-daging-pedas-ala-korea
Dendeng Lambok ala Masako®,848.5,72.3,25.5,55.8,8.5,https://www.dapurumami.com/resep/dendeng-lambok-ala-masako
Nasi Selimut ala Masako®,201.5,14.3,15.8,7.8,1,https://www.dapurumami.com/resep/nasi-selimut-ala-masako
Bistik Ayam ala Masako®,249.5,23,11.8,12.3,0.5,https://www.dapurumami.com/resep/bistik-ayam-ala-masako
Sup Bola Ayam ala Masako®,342,35.8,7.8,18.5,2.3,https://www.dapurumami.com/resep/sup-bola-ayam-ala-masako
Perkedel Ayam ala Masako®,313.8,127.3,148.8,131.5,126,https://www.dapurumami.com/resep/perkedel-ayam-ala-masako
Hamburg Ayam ala Masako®,249.5,23,11.8,11.8,0.5,https://www.dapurumami.com/resep/hamburg-ayam-ala-masako
Fruit Sando ala Mayumi®,335,3,25,24.8,2.5,https://www.dapurumami.com/resep/fruit-sando-ala-mayumi
Ayam Goreng Serai ala Sajiku®,268.5,15.8,22.5,34.5,0.3,https://www.dapurumami.com/resep/ayam-goreng-serai-ala-sajiku
Golden Shrimp Ball ala Masako®,270.3,28.3,65.3,7.8,2,https://www.dapurumami.com/resep/golden-shrimp-ball-ala-masako
